-828742	-427568	-94703	192439.64649947366	457705.6507243848	
21238.889994175795	-20148	-602	15461.599033486114	2267.3936577190366	
-381313	295044.975771115	-5770	123817.14291519417	48860.778940753924	
11451.290657891941	-48099	-278	49558.74709014466	2596.3211763974286	
19610.297645597417	-98737	-1205	111601.69747305548	3450.7304627205685	
296375.72826284124	-405529	-68473	-131873	225172.9487469779	
3837.821993848188	1609.538620362253	5487.473726244391	3761.6070809836824	7380.812614246842	
10814.49500435298	-58798	28969.689510918855	-6761	25699.46805235106	
-1676	-5009	2435.8687282616274	-3007	4407.428184730281	
-26860	-48761	-17100	31930.03717902438	41699.58561489296	
-407487	-532723	-145629	155065.2571896414	592472.6703970466	
233477.36576580646	-2371496	-342697	-381494	808873.8843700005	
-993851	-721501	-254903	264707.4291398384	507826.9842108056	
-243422	-700058	-140525	-667753	540930.3299168231	
-11625	-13176	-7259	-189	12356.844162058367	
-6029	-28206	-2323	-14944	22139.42935933798	
-50310	-66857	-8236	6714.9349544832685	36420.70007122511	
-5236	-10050	184.52031535617104	2448.9054896726616	5791.330549901564	
3648.2875394877733	3581.0980768309064	-7647	-4425	6639.722869419611	
1892.336060201602	-1169	-2690	-3024	3080.6870042073774	
40539.31384931095	-62460	-13801	32952.92153589011	16688.057433924143	
-15831341	-21846449	-6921870	17388394.26258048	9776125.983414344	
26395.430546140098	-61391	4159.729717920639	10180.707834216568	19935.213853072415	
-31950	-56892	-46568	3908.019939907601	64661.33377092692	
2484586.1028268603	-2559749	308213.10762405995	11331.95414959094	2964947.63922802	
192898.9416322624	-843253	72892.54436029351	74979.42901385977	407543.2012981292	
229593.41369311922	-761172	-369420	-103069	430773.7073047907	
285467.9702730093	-182799	-14044	-42172	197821.82330662894	
46965.43439714977	-200339	106752.02222815089	3145.870811262547	216696.04534640338	
209214.94995207165	-2360413	-2071062	-305031	2617707.482078329	
-1233483	-11368	-295771	166534.59874794862	598522.7305195672	
817.3046576917359	-937	-5	610.7221307168923	91.25732987723677	
171154.62642645882	-17113	60958.89353019331	-86099	191277.36907828995	
4.011311203395023	13.036761411033824	0	6.016966805092534	5.014139004243779	
85398.80986467833	-196672	-217	136764.65265195246	10626.966205594264	
245859.28062288603	-246198	8509.996718002541	42198.993859715636	156513.34053406699	
3337.410921224659	38904.70453392748	17485.305535598905	-21168	28127.3141582059	
1953.5085560533762	-20746	13406.804869547015	3201.026340309228	11628.791178642172	
-4816	6217.532365262286	3566.055659818175	4492.668547802426	9093.642498096517	
-5466	-56211	6168.393803020696	22269.796973448316	25562.08064363478	
252956.29296949267	-546332	302974.33519242605	82999.04293724727	627258.7611528882	
426011.2780785599	-987522	35250.40002763461	-155984	322153.4168836585	
-410215	-222868	-21071	-100509	281737.450853852	
-131433	-1182892	-235025	3165595.431277441	1682711.956506784	
-37660	-574	-10257	22892.553037775397	27795.37815612496	
2531.1373693422593	-10860	3324.3741598136253	14965.199272065982	22979.799056449236	
-43685	-8524	-21369	8281.351979409024	36966.23839488683	
-2197	13482.016954610672	-2531	-508	8477.906228375381	
11136.402728425432	8094.826008451156	-18652	-1748	10232.854879860703	
499.40824482268033	1214.4244668278432	240.67867220370135	-1278	954.6920664080154	
10229.846396458157	-1426	-4393	9994.1818632587	8278.343496006479	
-3729068	-1739222	-5007772	4874255.557131186	13426239.672327464	
3004.472091342872	-12270	3809.742815424423	4743.375498014614	4513.727931620249	
-6745	15762.447373740742	-4491	-693	17502.353608213332	
-187674	-1489137	50030.076156543575	2228853.982504618	1217020.7880042405	
96492.09099766727	-1490636	-102952	654847.5567820383	522884.4436405497	
-13992	-1065609	122057.1801247046	196878.16234603027	363007.61866243597	
59742.463407763775	-68064	18066.945660091184	66956.80660706972	39645.79427875471	
29739.8612619707	-257956	226623.0377470052	35727.74606083862	38408.30477250734	
