14392270 ,-7620079 ,1103930 ,-1658967 ,2463650 
0 ,0 ,0 ,0 ,0 
166516 ,-90384 ,10376 ,62284 ,35128 
65310 ,-120663 ,34754 ,-94043 ,92791 
1062925 ,-2448945 ,782013 ,185150 ,1006001 
10936 ,-278521 ,388165 ,-103539 ,195719 
18321 ,-96568 ,8136 ,-6747 ,58372 
19968 ,-271465 ,95080 ,-9625 ,126602 
655319 ,-1545916 ,366859 ,-175886 ,937076 
1141588 ,-952231 ,22906 ,-1208969 ,1296629 
-153878 ,-2650509 ,491934 ,2035212 ,3119655 
-3999362 ,-6482052 ,5564905 ,1210364 ,3332922 
-3695961 ,-2548226 ,863388 ,1177807 ,2608506 
-288829 ,-189912 ,96591 ,98804 ,141696 
